Subsystem,Signal / Tag Name,Description,OPC-UA Node Address,Data Type,Eng Units,Signal Source,Scaling / Derivation,Sensor Span Min,Sensor Span Max,Nominal Value,Desired Range Min,Desired Range Max,Low Interlock (Trip),Low-Low,Low,High,High-High,High Interlock (Trip),Alarm Deadband / Hysteresis,Alarm On-Delay (s),Interlock Action,DCS Access,Historize?,Min Historization Rate (ms),Poll / Scan Rate (ms),Notes,Control Owner
SFP,TemperatureCelsius,SFF-8472 module temperature.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TemperatureCelsius,Double,°C,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,30000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,SupplyVoltage,SFF-8472 module supply voltage.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.SupplyVoltage,Double,V,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,30000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,TxBiasCurrent,SFF-8472 laser bias current.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TxBiasCurrent,Double,mA,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,30000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,TxOpticalPower,SFF-8472 transmit optical power.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TxOpticalPower,Double,mW,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,30000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,RxOpticalPower,SFF-8472 receive optical power.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.RxOpticalPower,Double,mW,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,5000,30000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,AlarmFlags,Decoded SFF-8472 alarm flags.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.AlarmFlags,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,WarningFlags,Decoded SFF-8472 warning flags.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.WarningFlags,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,30000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,DomSupported,Digital optical monitoring is supported.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.DomSupported,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
SFP,EepromReadable,SFP identity/diagnostic EEPROM is readable.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.EepromReadable,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,5000,"STATUS=REQUIRED PRODUCTION | AUTHORITY=Read-only; TX disable controlled by endpoint/link firmware | INSTANCE=per timing, CCM, and provisioned data SFP | SOURCE=SFP GPIO/I2C expander 0x72 and SFF-8472 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Optical link fault | INTERLOCK=Readiness | CONTROL_OWNER=Slow Controls",Slow Controls
Fans,Present,Fan is installed/detected.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.Present,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,PwmCommand,Applied fan PWM/control code.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.PwmCommand,Integer,count,Direct,None,0,255,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=LOCAL READABLE | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,TachometerRaw,Raw FPGA fan-speed counter.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.TachometerRaw,Integer,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=LOCAL READABLE | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,SpeedRpm,Fan speed after the validated tachometer conversion.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.SpeedRpm,Double,rpm,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,1000,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,Running,Fan tachometer indicates rotation.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.Running,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,Stalled,Commanded fan is below the approved minimum speed.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.Stalled,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,StallCount,Cumulative detected stalls for this boot.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.StallCount,Long,count,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,ControlMode,Automatic thermal control or maintenance override.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.ControlMode,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Fans,LastUpdate,Source time of the latest fan sample.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Fans.{Fan}.LastUpdate,DateTime,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=Local automatic control; maintenance override only | INSTANCE=per fan 0..1 | SOURCE=FpgaRegDict fanControl/fanReadSpeed_0..1 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Fan fault | INTERLOCK=Candidate | CONTROL_OWNER=Slow Controls,Slow Controls
Timing,ClockSourceControlled,Endpoint clock source is under the configured timing-control path.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.ClockSourceControlled,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=endpointClockControl.CLOCK_SOURCE | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,Mmcm0Locked,Timing MMCM0 lock state.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.Mmcm0Locked,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=CURRENT OPC-UA POC | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=ClockStatus.mmcm0_locked | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,Mmcm1Locked,Timing MMCM1 lock state.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.Mmcm1Locked,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=CURRENT OPC-UA POC | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=ClockStatus.mmcm1_locked | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,EndpointFsmState,Decoded timing endpoint FSM state.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.EndpointFsmState,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=LOCAL READABLE | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=endpointStatus.FSM_STATUS | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,EndpointFsmRaw,Raw timing endpoint FSM code.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.EndpointFsmRaw,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=LOCAL READABLE | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=endpointStatus.FSM_STATUS | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,TimestampValid,Endpoint timestamp-valid bit.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TimestampValid,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=LOCAL READABLE | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=endpointStatus.TIMESTAMP_OK | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,TimingUsable,"Derived readiness: required locks, accepted FSM state, and timestamp valid.",nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TimingUsable,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=preflight readiness contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,RawEndpointStatus,Raw endpoint status register.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.RawEndpointStatus,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=CURRENT PROTOBUF | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=ClockStatus.raw_endpoint_status | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,EndpointAddress,Timing endpoint address readback.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.EndpointAddress,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=LOCAL READABLE | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=endpointControl.ADDRESS | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,TxEnableRequested,DTS/endpoint logic has requested transmitter enable.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TxEnableRequested,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=timing endpoint contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,TxDisabled,Timing SFP TX_DISABLE output state.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.TxDisabled,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=LOCAL READABLE | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=timing endpoint output | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,LossOfSignal,Timing SFP LOS observation.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LossOfSignal,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=LOCAL READABLE | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=sfp_tmg_los | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,LockLossCount,Cumulative endpoint lock-loss events.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LockLossCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=required timing health block | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,AutoRelockCount,Cumulative automatic relock attempts.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.AutoRelockCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=required timing health block | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,LastLockLossTime,Time of the most recent timing lock loss.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LastLockLossTime,DateTime,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=required timing health block | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,Timestamp,Current assembled DTS timestamp sample.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.Timestamp,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=timestamp0..3 register words | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,LastDtsCommandId,Most recent synchronous DTS command identifier observed.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.LastDtsCommandId,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=timing/header integration contract | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,GroupMask,Applied timing group-address mask.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.GroupMask,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=versioned timing configuration | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,DelayTrim,Compatibility readback of the applied endpoint delay compensation.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.DelayTrim,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=versioned timing configuration | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,CommandDecoderMap,Applied mapping of DTS command codes to decoder outputs 0..7.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.CommandDecoderMap,String,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=EDMS 2395364 v2 control-bus registers 0x60..0x67 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,ClockPhaseUpdateComplete,Endpoint reports completion of the latest clock-phase update.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.ClockPhaseUpdateComplete,Boolean,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=EDMS 2395364 v2 status register 0x71 bit 4 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,CoarseDelay,Applied endpoint coarse deskew delay.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.CoarseDelay,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=EDMS 2395364 v2 deskew registers 0x72..0x73 bits 3..0 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,FinePhase,Applied endpoint fine clock-phase setting.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.FinePhase,Integer,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=EDMS 2395364 v2 deskew registers 0x72..0x73 bits 15..4 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
Timing,ProtocolErrorCount,Cumulative soft DTS protocol-error count.,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Timing.ProtocolErrorCount,Long,N/A,Direct,None,,,,,,,,,,,,,,,Read-Only,Yes,On-Change,1000,STATUS=REQUIRED PRODUCTION | AUTHORITY=DAQ/DTS owns timing configuration; SC receives monitoring; DPS may inhibit | INSTANCE=one per DAPHNE board | SOURCE=EDMS 2395364 v2 err_cnt register 0x76 | EXPOSURE=Baseline DCS | STATES=All states | ALARM=Timing readiness | INTERLOCK=Readiness | CONTROL_OWNER=DAQ / DTS,DAQ / DTS
